"REF_DATE","GEO","DGUID","Projection scenario","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v52384352","1.5.2.62","1204.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v52384352","1.5.2.62","1221.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v52384352","1.5.2.62","1245.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","50 to 54 years","Persons","249","thousands","3","v52384352","1.5.2.62","1270.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1226.8","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1198.9","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1190.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1187.2","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1184.6","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1181.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","55 to 59 years","Persons","249","thousands","3","v52384358","1.5.2.68","1182.4","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1336.6","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1333.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1309.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1275.0","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1233.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1198.7","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Men+","60 to 64 years","Persons","249","thousands","3","v52384365","1.5.2.74","1174.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1122.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1138.4","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1149.3","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1156.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1166.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1174.3","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","15 to 19 years","Persons","249","thousands","3","v52384428","1.5.3.20","1183.2","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1315.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1295.5","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1287.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1285.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1312.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1337.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","20 to 24 years","Persons","249","thousands","3","v52384434","1.5.3.26","1362.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1443.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1423.6","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1392.4","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1364.8","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1366.2","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1373.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","25 to 29 years","Persons","249","thousands","3","v52384441","1.5.3.32","1380.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1506.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1512.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1517.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1518.3","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1529.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1537.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","30 to 34 years","Persons","249","thousands","3","v52384447","1.5.3.38","1539.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1431.8","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1461.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1493.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1524.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1561.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1590.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","35 to 39 years","Persons","249","thousands","3","v52384454","1.5.3.44","1609.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1369.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1390.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1407.8","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1424.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1446.5","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1475.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","40 to 44 years","Persons","249","thousands","3","v52384461","1.5.3.50","1513.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1260.0","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1278.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1301.8","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1326.4","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1357.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1385.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","45 to 49 years","Persons","249","thousands","3","v52384467","1.5.3.56","1411.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1228.4","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1225.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1220.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1228.3","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1243.1","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1263.0","","","","1"
"2030","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","50 to 54 years","Persons","249","thousands","3","v52384474","1.5.3.62","1284.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1259.8","","","","1"
"2025","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1237.4","","","","1"
"2026","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1233.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1232.0","","","","1"
"2028","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1229.7","","","","1"
"2029","Canada","2016A000011124","Projection scenario M3: medium-growth","Women+","55 to 59 years","Persons","249","thousands","3","v52384480","1.5.3.68","1226.3","","","","1"
